"","datetime","country","shape","city"
"58573",NA,"us","unknown","birmingham"
"58574",NA,"us","disk","pecos"
"58575",NA,NA,NA,"barksdale afb (shreveport)"
"58576",NA,"us","light","miami"
"58577",NA,"us","disk","new york city (bronx)"
"58578",NA,"us","oval","auburn"
"58579",NA,"us","disk","miami"
"58580",NA,"us","light","miami"
"58581",NA,"us","disk","cheyenne"
"58582",NA,"us","fireball","cleveland"
"58583",NA,"us","oval","kelso (cowlitz co. hills)"
"58584",NA,"us","light","hawthorne"
"58585",NA,"us","circle","pasadena"
"58586",NA,NA,"fireball","uk/england"
"58587",NA,"us","circle","marion"
"58588",NA,"us",NA,"methuen"
"58589",NA,"us","disk","quartz hill"
"58590",NA,"us","cigar","lubbock"
"58591",NA,"us","light","dumas"
"58592",NA,"us","disk","morehead city"
"58593",NA,"us","light","willow grove"
"58594",NA,"us","diamond","cape girardeau"
"58595",NA,"us","disk","new brunswick"
"58596",NA,"us","triangle","houston"
"58597",NA,"us","unknown","birmingham"
"58598",NA,"us","teardrop","new york city"
"58599",NA,"us","circle","burlington"
"58600",NA,"us","sphere","russellville"
"58601",NA,"us","disk","barker"
"58602",NA,"us","circle","albany"
"58603",NA,NA,"cigar","arctic"
"58604",NA,"us","other","dallas"
"58605",NA,"us","cylinder","silverdale"
"58606",NA,"us","teardrop","conyers"
"58607",NA,"us","disk","camden (penobscot bay)"
"58608",NA,NA,"disk","fort worth"
"58609",NA,"us","light","durham"
"58610",NA,"us","fireball","thibodaux"
"58611",NA,NA,"unknown","north atlanticocean"
"58612",NA,"us","circle","campbellsport"
"58613",NA,"us","oval","new york city (bronx)"
"58614",NA,"us","disk","phoenix"
"58615",NA,NA,"circle","philadelphia"
"58616",NA,"us","other","litchfield"
"58617",NA,"us","disk","portland"
"58618",NA,"us",NA,"albertson"
"58619",NA,"gb","triangle","london (uk/england)"
"58620",NA,"us","cigar","greensboro"
"58621",NA,"us","disk","orlando"
"58622",NA,"us","cigar","la mirada"
"58623",NA,"us","sphere","rotan"
"58624",NA,"us","sphere","granada hills"
"58625",NA,"us","unknown","cadiz"
"58626",NA,"us","disk","royal oak"
"58627",NA,"us","triangle","bethpage"
"58628",NA,NA,"disk","bay area"
"58629",NA,"us","sphere","orlando (nearby)"
"58630",NA,NA,NA,"uss providence/u.s. navy vessel (clg 6)"
"58631",NA,"us","rectangle","johnstown"
"58632",NA,"us","disk","newark"
"58633",NA,"us","disk","salt lake city"
"58634",NA,"us","disk","anaheim"
"58635",NA,NA,"triangle","canada"
"58636",NA,"gb","circle","coventry (uk/england)"
"58637",NA,"us","other","zebulon"
"58638",NA,"us","rectangle","ontonagon"
"58639",NA,"us","other","hoquiam"
"58640",NA,NA,"triangle","ft. wayne"
"58641",NA,"us","other","lewistown"
"58642",NA,"us","other","paloma"
"58643",NA,"us","flash","colville"
"58644",NA,"us","unknown","tampa"
"58645",NA,"us","disk","montgomery"
"58646",NA,"us",NA,"brentwood (long island)"
"58647",NA,"us","cigar","mount shasta"
"58648",NA,"us","cigar","ocala"
"58649",NA,"us","disk","elkins"
"58650",NA,"us","egg","chesapeake (norfork area)"
"58651",NA,"us","oval","blasdell"
"58652",NA,"us","unknown","otisville (near)"
"58653",NA,"us","sphere","fountain valley"
"58654",NA,NA,NA,"uk/england"
"58655",NA,"us","oval","manor"
"58656",NA,NA,"disk","new mexico"
"58657",NA,NA,"light","germany (enroute to france)"
"58658",NA,"us","disk","mendota"
"58659",NA,"us","circle","new york city (bronx)"
"58660",NA,"us","circle","washington"
"58661",NA,NA,"other","lake cushman"
"58662",NA,"us","other","montague"
"58663",NA,"us","disk","jonesboro"
"58664",NA,"ca","disk","portage la prairie (canada)"
"58665",NA,"us","disk","corning"
"58666",NA,"us","cigar","wayne"
"58667",NA,"us","disk","blocksburg"
"58668",NA,"us","cigar","peoria"
"58669",NA,"us","light","spartanburg"
"58670",NA,"us","disk","santa fe"
"58671",NA,"us","other","auburn"
"58672",NA,"us","other","winston-salem"
"58673",NA,NA,"circle","viet nam"
"58674",NA,"us","other","kansas city"
"58675",NA,"us","light","lander"
"58676",NA,"us","circle","oakwood (dayton)"
"58677",NA,"us","unknown","goleta"
"58678",NA,"us","light","pine river"
"58679",NA,NA,"disk","portmouth"
"58680",NA,"us","circle","slidell"
"58681",NA,"us","light","lansing"
"58682",NA,NA,"circle","schofield barracks"
"58683",NA,"us","oval","aiken"
"58684",NA,NA,"light","ft. lewis"
"58685",NA,"us","circle","glenview"
"58686",NA,"us","triangle","new market"
"58687",NA,NA,"sphere","olongapo (philippines)"
"58688",NA,"us","disk","peoria"
"58689",NA,"us",NA,"chicago"
"58690",NA,"us","sphere","whittier"
"58691",NA,"us","oval","hueytown"
"58692",NA,"us","other","auburn"
"58693",NA,"us","light","ponca city"
"58694",NA,"us","disk","gardendale"
"58695",NA,"us","unknown","yankton (gavins point dam)"
"58696",NA,"us","disk","christmas valley"
"58697",NA,"us","unknown","hillsboro"
"58698",NA,"us","disk","oldtown"
"58699",NA,"us","disk","stockton"
"58700",NA,NA,"light","bong son (viet nam)"
"58701",NA,"us","light","harahan"
"58702",NA,NA,"sphere","dorood (iran)"
"58703",NA,"us","oval","kyle"
"58704",NA,"us","egg","westphalia"
"58705",NA,"us","disk","christmas valley"
"58706",NA,"us",NA,"holliston"
"58707",NA,"us","light","detroit"
"58708",NA,"us","disk","indianapolis"
"58709",NA,NA,"changing","durban (south africa)"
"58710",NA,"gb","cone","somerset (uk/england)"
"58711",NA,"us","sphere","honolulu"
"58712",NA,NA,"cone","a field outside small town"
"58713",NA,"us","disk","kent"
"58714",NA,NA,"disk","vandenberg afb"
"58715",NA,"us","disk","morrice (near)"
"58716",NA,"us","disk","ashland"
"58717",NA,"us","oval","dayton"
"58718",NA,NA,"circle","arroy seco"
"58719",NA,NA,"fireball","fairfield/benicia (near)"
"58720",NA,"ca","disk","gagetown (army base) (canada)"
"58721",NA,NA,"oval","roanoke"
"58722",NA,"us","unknown","roanoke"
"58723",NA,"us","circle","burnsville"
"58724",NA,NA,"oval","continental divide"
"58725",NA,"us","unknown","dallas"
"58726",NA,"us","circle","sanford"
"58727",NA,NA,"other","fort stockton"
"58728",NA,"us","disk","beachwood"
"58729",NA,"us","light","tarpon springs"
"58730",NA,"us","disk","lenoir"
"58731",NA,"us","disk","hutsonville"
"58732",NA,"us","disk","conway"
"58733",NA,"us","light","greensboro"
"58734",NA,NA,"circle","highway"
"58735",NA,NA,"other","fort collins"
"58736",NA,NA,"circle","osowatomie"
"58737",NA,NA,"unknown","loomis &amp; folsom lake"
"58738",NA,"us","unknown","ocala"
"58739",NA,NA,"sphere","salisbury (rhodesia)"
"58740",NA,"us","cigar","whitesburg"
"58741",NA,NA,"light","west allis"
"58742",NA,"ca","triangle","london (hwy 401) (canada)"
"58743",NA,NA,"fireball","arad (romania)"
"58744",NA,"us","formation","newport beach"
"58745",NA,NA,"sphere","salinas (uruguay)"
"58746",NA,NA,NA,"khada (gujarat) (india)"
"58747",NA,"us",NA,"los alamos"
"58748",NA,"us","disk","columbus"
"58749",NA,"us","circle","springfield"
"58750",NA,"us","sphere","los angeles"
"58751",NA,"us","cigar","hutchinson"
"58752",NA,"us","disk","new york"
"58753",NA,"us","rectangle","camden"
"58754",NA,NA,"oval","reyes/santa rosa (between) (bolivia)"
"58755",NA,"us","cigar","herkimer"
"58756",NA,"us","disk","kingston"
"58757",NA,"us","circle","new york city (bronx)"
"58758",NA,"us","other","minot"
"58759",NA,"us","light","bedford"
"58760",NA,NA,"disk","caribou maine"
"58761",NA,"us","sphere","greenwich"
"58762",NA,"us","light","rocky point"
"58763",NA,"us","formation","yorba linda"
"58764",NA,"us","cigar","fairmont"
"58765",NA,"us","triangle","kimberly"
"58766",NA,"ca","disk","carleton (canada)"
"58767",NA,"us","circle","springfield"
"58768",NA,"us","circle","louisville"
"58769",NA,NA,"oval","bourbonnais/bradley"
"58770",NA,NA,"other","keys"
"58771",NA,"us","unknown","denison"
"58772",NA,"us","circle","anderson"
"58773",NA,"us","light","miami beach"
"58774",NA,"us","sphere","miami"
"58775",NA,"us","disk","windsor"
"58776",NA,"us","unknown","lancaster"
"58777",NA,NA,"egg","taupo (new zealand)"
"58778",NA,NA,NA,NA
"58779",NA,NA,NA,NA
"58780",NA,NA,"light","angeles crest forest"
"58781",NA,"us","other","el monte"
"58782",NA,"us","other","pensacola"
"58783",NA,"us",NA,"san jose"
"58784",NA,NA,NA,"lake mcclure"
"58785",NA,"us","disk","kutztown"
"58786",NA,"us","fireball","cactus flat"
"58787",NA,"us","sphere","san jose"
"58788",NA,"us","disk","berrien springs"
"58789",NA,"us","diamond","cambridge"
"58790",NA,"us","oval","hadley"
"58791",NA,"us","light","simi valley"
"58792",NA,"us","circle","elmira heights"
"58793",NA,"us","disk","springfield"
"58794",NA,"us","disk","brooksville"
"58795",NA,"us","light","russellville"
"58796",NA,"ca","disk","newmarket (canada)"
"58797",NA,"us","triangle","whittier"
"58798",NA,NA,"light","tuunajarvi (finlnd)"
"58799",NA,"us","flash","san jose"
"58800",NA,"us","other","cambridge"
"58801",NA,"us","diamond","clarion"
"58802",NA,"us","oval","st. joseph"
"58803",NA,"us","disk","lawrenceville"
"58804",NA,"us","fireball","new bedford"
"58805",NA,NA,"oval","germany"
"58806",NA,NA,"egg","29 palms"
"58807",NA,NA,"circle","serlinghights"
"58808",NA,"us","disk","hollister"
"58809",NA,"us","formation","st. petersburg"
"58810",NA,"us","disk","elmsford"
"58811",NA,NA,"other","peru"
"58812",NA,"us","cylinder","ashtabula"
"58813",NA,NA,"fireball","bhandara (near nagpur) (india)"
"58814",NA,NA,"circle","guntur (india)"
"58815",NA,"us","disk","nashua"
"58816",NA,"us","oval","del rio"
"58817",NA,NA,"triangle","lake havasu"
"58818",NA,"us","oval","new york city (bronx)"
"58819",NA,"us","disk","taylor"
"58820",NA,"ca","formation","vancouver (canada)"
"58821",NA,"us","light","miami"
"58822",NA,"us","unknown","piscataway"
"58823",NA,"us","disk","griffin"
"58824",NA,"us","light","leola"
"58825",NA,NA,"oval","dipolog (philippines)"
"58826",NA,NA,"other","nile river (egypt)"
"58827",NA,"us","formation","richmond"
"58828",NA,"us","triangle","columbia city"
"58829",NA,"us","light","ramona"
"58830",NA,"us","circle","wilsonville"
"58831",NA,"us","fireball","janesville"
"58832",NA,"us",NA,"sunnyvale"
"58833",NA,"us","rectangle","clinton"
"58834",NA,"us","other","north lauderdale"
"58835",NA,"us","disk","hollister"
"58836",NA,"us","light","south lake tahoe"
"58837",NA,"us","circle","tampa"
"58838",NA,"us","light","athens"
"58839",NA,"us","flash","grand rivers"
"58840",NA,NA,NA,"phoenix/san diego (i-10)"
"58841",NA,"us","circle","huntsville"
"58842",NA,"us","other","webster"
"58843",NA,"us","sphere","manchester"
"58844",NA,"us","formation","whitney"
"58845",NA,"us","disk","raynham"
"58846",NA,"us","circle","sharon springs"
"58847",NA,"us","unknown","grand rivers"
"58848",NA,"us","triangle","lebanon"
"58849",NA,"us","sphere","paragon"
"58850",NA,NA,"circle","fagstaff (north of)"
"58851",NA,"us","cigar","grass valley"
"58852",NA,"gb",NA,"leicester (uk/england)"
"58853",NA,"us","disk","garden city"
"58854",NA,"au","circle","gold coast (australia)"
"58855",NA,"ca","light","vancouver (canada)"
"58856",NA,"us","circle","williamsburg (near)"
"58857",NA,"us","triangle","amesbury"
"58858",NA,"us","other","san diego"
"58859",NA,"us","oval","stonewall"
"58860",NA,NA,"sphere","caribbean sea"
"58861",NA,"au","diamond","dunmore (nsw&#44 australia)"
"58862",NA,"us","disk","wedgefield"
"58863",NA,NA,NA,"koneohe bay"
"58864",NA,NA,NA,"north port"
"58865",NA,"us","circle","el paso"
"58866",NA,"us","sphere","adelanto"
"58867",NA,"us",NA,"malvern"
"58868",NA,"us","unknown","atlanta"
"58869",NA,"us","light","denton"
"58870",NA,NA,"circle","oakhill"
"58871",NA,"us","sphere","milford"
"58872",NA,"us","disk","hallandale beach"
"58873",NA,"us","formation","whitney"
"58874",NA,"us",NA,"jasper"
"58875",NA,NA,"unknown","big bend national park"
"58876",NA,"gb","sphere","leeds (uk/england)"
"58877",NA,"us","disk","harlan"
"58878",NA,"us","triangle","katy"
"58879",NA,"us","disk","paterson"
"58880",NA,NA,"light","dunollie&#44 greymouth (new zealand)"
"58881",NA,"us","light","eustis"
"58882",NA,"us","chevron","white plains"
"58883",NA,NA,NA,"unknown"
"58884",NA,NA,"light","alvordon"
"58885",NA,"us","light","san diego"
"58886",NA,"us","circle","sterling"
"58887",NA,NA,"sphere","i don&#39t know"
"58888",NA,NA,"light","county cork (republic of ireland)"
"58889",NA,"us","disk","jonesboro"
"58890",NA,"us","other","seattle"
"58891",NA,NA,"triangle","new brunswick (canada)"
"58892",NA,"us","light","muskegon"
"58893",NA,"us","oval","irma"
"58894",NA,"us","light","canton"
"58895",NA,"us","other","osceola county"
"58896",NA,"us","triangle","hancock"
"58897",NA,"us",NA,"palm springs"
"58898",NA,"us","other","st. cloud"
"58899",NA,"us","disk","crofton"
"58900",NA,"us","unknown","phoenix"
"58901",NA,NA,"light","republic of ireland"
"58902",NA,"us","triangle","pittsburgh"
"58903",NA,NA,"cigar","frederid"
"58904",NA,NA,"sphere","saline valley"
"58905",NA,"us","triangle","harrison"
"58906",NA,NA,"disk","mexico (pacific ocean)"
"58907",NA,"us","circle","louisville"
"58908",NA,NA,"oval","chennai city (madras) (india)"
"58909",NA,"us","disk","des moines"
"58910",NA,NA,"triangle","fort jackson"
"58911",NA,NA,"sphere","rathdrum"
"58912",NA,"gb","light","birmingham (uk/england)"
"58913",NA,"us","triangle","banning"
"58914",NA,"us","other","ellenville"
"58915",NA,"us","triangle","coolidge"
"58916",NA,NA,"other","none"
"58917",NA,NA,"cylinder","curitiba (brazil)"
"58918",NA,"us","cylinder","riverside"
"58919",NA,NA,"triangle","delhi-33 (india)"
"58920",NA,NA,"triangle","delhi (india)"
"58921",NA,"us","triangle","scottsdale"
"58922",NA,"us","other","north fork"
"58923",NA,"us","circle","santa maria"
"58924",NA,"us","unknown","annandale"
"58925",NA,"us","triangle","bedford"
"58926",NA,"us","chevron","paloma"
"58927",NA,"us","disk","whitefish"
"58928",NA,"us","diamond","el cajon"
"58929",NA,"us","diamond","newburgh"
"58930",NA,NA,"circle","cortlandt manor"
"58931",NA,"us","rectangle","new britain"
"58932",NA,"gb","unknown","somerset (uk/england)"
"58933",NA,"us","triangle","millinocket"
"58934",NA,"us","other","cape canaveral"
"58935",NA,NA,"sphere","las vegas/charleston heights"
"58936",NA,NA,"triangle","ponce (puerto rico)"
"58937",NA,"us","light","sun city"
"58938",NA,"us","sphere","matlock"
"58939",NA,"us","changing","rochester"
"58940",NA,NA,"other","massachusets turnpike"
"58941",NA,NA,NA,NA
"58942",NA,NA,NA,NA
"58943",NA,"us","triangle","milan"
"58944",NA,"us","other","new york city (yonkers)"
"58945",NA,"us","light","racine"
"58946",NA,NA,"light","richalnds (4 mi. south of&#44 short mountain&#44tazewell co.)"
"58947",NA,"gb","diamond","leicestershire (uk/england)"
"58948",NA,NA,"triangle","raasiku&#44 harjumaa (estonia)"
"58949",NA,"gb","disk","gateshead (uk/england)"
"58950",NA,NA,"circle","south london (uk/england)"
"58951",NA,NA,"other","guantanamo bay (cuba)"
"58952",NA,"us","rectangle","berea"
"58953",NA,"gb","triangle","wadworth (uk/england)"
"58954",NA,"us","triangle","springfield"
"58955",NA,"us","light","weogufka"
"58956",NA,NA,NA,"burbank"
"58957",NA,"us","disk","spotsylvania"
"58958",NA,"us","unknown","canton"
"58959",NA,NA,"egg","ecoporanga (farm area; es) (brazil)"
"58960",NA,"us","light","northport"
"58961",NA,"us","cigar","gold point"
"58962",NA,"us","circle","grass valley"
"58963",NA,"us","disk","medford"
"58964",NA,"us","circle","corpus christi (water garden)"
"58965",NA,"us",NA,"olathe"
"58966",NA,"us","formation","portland"
"58967",NA,"us","changing","rockwood"
"58968",NA,"us",NA,"port angeles"
"58969",NA,"us","circle","salt lake city"
"58970",NA,"us","other","lake havasu city"
"58971",NA,"us","light","sacramento"
"58972",NA,"us","disk","blackwood"
"58973",NA,"gb","other","derbyshire (uk/england)"
"58974",NA,NA,"circle","almudevar (spain)"
"58975",NA,"us","light","weare"
"58976",NA,"us",NA,"chicago"
"58977",NA,"us","disk","hedgesville"
"58978",NA,"us","disk","voorhees"
"58979",NA,NA,"light","chitik lake (canada)"
"58980",NA,NA,"other","petralona (greece)"
"58981",NA,"us","triangle","bigfork"
"58982",NA,"us","cigar","venice"
"58983",NA,"us","circle","camarillo"
"58984",NA,"us","cylinder","anchorage"
"58985",NA,"us","light","salisbury"
"58986",NA,"ca","light","port perry (canada)"
"58987",NA,"us","triangle","casa grande"
"58988",NA,NA,"light","fort smith"
"58989",NA,"us","cigar","tijeras"
"58990",NA,"us","unknown","south bend"
"58991",NA,NA,"flash","quartzite"
"58992",NA,"us","diamond","indianola"
"58993",NA,NA,"disk","port st. lucie"
"58994",NA,"us","light","bettendorf"
"58995",NA,"us","triangle","algonac"
"58996",NA,NA,"changing","commerce township"
"58997",NA,"us","cylinder","urbana"
"58998",NA,"us","sphere","rome"
"58999",NA,"us","cigar","pasadena"
"59000",NA,"us","oval","waldorf"
"59001",NA,"us","unknown","los angeles"
"59002",NA,"us","cylinder","jackson"
"59003",NA,NA,NA,"phuket (thailand)"
"59004",NA,"us","circle","shingletown"
"59005",NA,NA,"fireball","uk/england"
"59006",NA,"us","oval","cherry hill"
"59007",NA,"us","unknown","tacoma"
"59008",NA,"ca","other","hinton (canada)"
"59009",NA,"us","sphere","lombard"
"59010",NA,"us","oval","port isabel (south padre island-beach)"
"59011",NA,"ca","oval","lethbridge (northwest of about 12 miles) (canada)"
"59012",NA,NA,"light","mississippi (location unknown)"
"59013",NA,NA,"cigar","herron lake state park"
"59014",NA,"us","triangle","ewa beach"
"59015",NA,"us","triangle","las vegas"
"59016",NA,"ca",NA,"kamloops (canada)"
"59017",NA,"us","rectangle","orlando"
"59018",NA,"us","rectangle","morrison"
"59019",NA,"us","circle","springboro"
"59020",NA,"us","circle","wantage"
"59021",NA,"us","cigar","west gardiner"
"59022",NA,NA,"triangle","mountain home afb"
"59023",NA,"us","other","bennington"
"59024",NA,"us","circle","new port richey"
"59025",NA,"us","cylinder","austin"
"59026",NA,NA,"light","west midlands (uk/england)"
"59027",NA,"us","formation","lincoln"
"59028",NA,"us","triangle","sycamore"
"59029",NA,"us","sphere","ogden"
"59030",NA,"us","light","bedford"
"59031",NA,"us","triangle","buffalo"
"59032",NA,"us","circle","hollister"
"59033",NA,NA,"other","russia"
"59034",NA,"us","formation","paso robles (lake nacimiento region)"
"59035",NA,"us","circle","st. paul"
"59036",NA,"ca","oval","st. thomas (canada)"
